region,assessment,year,use_idcntry_raw_str,idcntry_raw,idcntry_raw_str,national_level,countrycode,notes
SSA,PASEC,2014,0,4,,1,CMR,
SSA,PASEC,2014,0,5,,1,COG,
SSA,PASEC,2014,0,6,,1,CIV,
SSA,PASEC,2014,0,7,,1,NER,
SSA,PASEC,2014,0,8,,1,SEN,
SSA,PASEC,2014,0,9,,1,TCD,
SSA,PASEC,2014,0,10,,1,TGO,
SSA,PASEC,1996,1,,BFA,1,BFA,
SSA,PASEC,1996,1,,Burkina Faso,1,BFA,
SSA,PASEC,1996,1,,Burundi,1,BDI,
SSA,PASEC,1996,1,,Bénin,1,BEN,
SSA,PASEC,1996,1,,Cameroun,1,CMR,
SSA,PASEC,1996,1,,Comores,1,COM,
SSA,PASEC,1996,1,,Congo,1,COG,
SSA,PASEC,1996,1,,Cote dIvoire,1,CIV,
SSA,PASEC,1996,1,,GAB,1,GAB,
SSA,PASEC,1996,1,,Gabon,1,GAB,
SSA,PASEC-X,1996,1,,Guinea,1,GIN,
SSA,PASEC,1996,1,,Madagascar,1,MDG,
SSA,PASEC,1996,1,,Mali,1,MLI,
SSA,PASEC,1996,1,,Maurice,1,MUS,
SSA,PASEC,1996,1,,Mauritanie,1,MRT,
SSA,PASEC,1996,1,,Niger,1,NER,
SSA,PASEC,1996,1,,RDC,1,COD,
SSA,PASEC,1996,1,,Senégal,1,SEN,
SSA,PASEC,1996,1,,TCD,1,TCD,
SSA,PASEC,1996,1,,TGO,1,TGO,
SSA,PASEC,1996,1,,Tchad,1,TCD,
SSA,PASEC,1996,1,,Togo,1,TGO,
SSA,SACMEQ,2000,0,72,,1,BWA,
SSA,SACMEQ,2000,0,404,,1,KEN,
SSA,SACMEQ,2000,0,426,,1,LSO,
SSA,SACMEQ,2000,0,454,,1,MWI,
SSA,SACMEQ,2000,0,480,,1,MUS,
SSA,SACMEQ,2000,0,508,,1,MOZ,
SSA,SACMEQ,2000,0,516,,1,NAM,
SSA,SACMEQ,2000,0,690,,1,SYC,
SSA,SACMEQ,2000,0,710,,1,ZAF,
SSA,SACMEQ,2000,0,748,,1,SWZ,
SSA,SACMEQ,2000,0,834,,1,TZA,
SSA,SACMEQ,2000,0,800,,1,UGA,
SSA,SACMEQ,2000,0,894,,1,ZMB,
SSA,SACMEQ,2000,0,8341,,0,TZA,Zanzibar only
SSA,SACMEQ,1995,0,254,,1,KEN,
SSA,SACMEQ,1995,0,265,,1,MWI,
SSA,SACMEQ,1995,0,230,,1,MUS,
SSA,SACMEQ,1995,0,264,,1,NAM,
SSA,SACMEQ,1995,0,260,,1,ZMB,
SSA,SACMEQ,1995,0,54,,0,TZA,Zanzibar only
SSA,SACMEQ,1995,0,263,,1,ZWE,
SSA,SACMEQ,2007,0,72,,1,BWA,
SSA,SACMEQ,2007,0,404,,1,KEN,
SSA,SACMEQ,2007,0,426,,1,LSO,
SSA,SACMEQ,2007,0,454,,1,MWI,
SSA,SACMEQ,2007,0,480,,1,MUS,
SSA,SACMEQ,2007,0,508,,1,MOZ,
SSA,SACMEQ,2007,0,516,,1,NAM,
SSA,SACMEQ,2007,0,690,,1,SYC,
SSA,SACMEQ,2007,0,710,,1,ZAF,
SSA,SACMEQ,2007,0,748,,1,SWZ,
SSA,SACMEQ,2007,0,834,,1,TZA,
SSA,SACMEQ,2007,0,800,,1,UGA,
SSA,SACMEQ,2007,0,894,,1,ZMB,
SSA,SACMEQ,2007,0,8341,,0,TZA,Zanzibar only
SSA,SACMEQ,2007,0,716,,1,ZWE,
EAP,PILNA,2012,0,90,,1,SLB,
EAP,PILNA,2012,0,184,,1,COK,
EAP,PILNA,2012,0,242,,1,FJI,
EAP,PILNA,2012,0,296,,1,KIR,
EAP,PILNA,2012,0,520,,1,NRU,
EAP,PILNA,2012,0,548,,1,VUT,
EAP,PILNA,2012,0,570,,1,NIU,
EAP,PILNA,2012,0,583,,1,FSM,
EAP,PILNA,2012,0,584,,1,MHL,
EAP,PILNA,2012,0,585,,1,PLW,
EAP,PILNA,2012,0,598,,1,PNG,
EAP,PILNA,2012,0,772,,1,TKL,
EAP,PILNA,2012,0,798,,1,TUV,
EAP,PILNA,2012,0,882,,1,WSM,
EAP,PILNA,2012,0,776,,1,TON,
EAP,PILNA,2015,1,,Solomon Islands,1,SLB,
EAP,PILNA,2015,1,,Cook Islands,1,COK,
EAP,PILNA,2015,1,,Kiribati,1,KIR,
EAP,PILNA,2015,1,,Vanuatu,1,VUT,
EAP,PILNA,2015,1,,Niue,1,NIU,
EAP,PILNA,2015,1,,FSM (Micronesia),1,FSM,
EAP,PILNA,2015,1,,RMI (Marshalls),1,MHL,
EAP,PILNA,2015,1,,Palau,1,PLW,
EAP,PILNA,2015,1,,Tokelau,1,TKL,
EAP,PILNA,2015,1,,Tonga,1,TON,
EAP,PILNA,2015,1,,Tuvalu,1,TUV,
EAP,PILNA,2015,1,,Samoa,1,WSM,
EAP,PILNA,2015,1,,Papua New Guinea,1,PNG,
EAP,PILNA,2018,0,90,,1,SLB,
EAP,PILNA,2018,0,184,,1,COK,
EAP,PILNA,2018,0,242,,1,FJI,
EAP,PILNA,2018,0,296,,1,KIR,
EAP,PILNA,2018,0,520,,1,NRU,
EAP,PILNA,2018,0,548,,1,VUT,
EAP,PILNA,2018,0,570,,1,NIU,
EAP,PILNA,2018,0,583,,1,FSM,
EAP,PILNA,2018,0,584,,1,MHL,
EAP,PILNA,2018,0,585,,1,PLW,
EAP,PILNA,2018,0,598,,1,PNG,
EAP,PILNA,2018,0,772,,1,TKL,
EAP,PILNA,2018,0,776,,1,TON,
EAP,PILNA,2018,0,798,,1,TUV,
EAP,PILNA,2018,0,882,,1,WSM,
LAC,EGRA,2016,1,,AB,1,ATG,
LAC,EGRA,2016,1,,DOM,1,DMA,
LAC,EGRA,2016,1,,GREN,1,GRD,
LAC,EGRA,2016,1,,SK,1,KNA,
LAC,EGRA,2016,1,,SLU,1,LCA,
LAC,EGRA,2016,1,,SVG,1,VCT,
LAC,EGRA,2016,1,,NEVIS,1,KNA,
WLD,PISA,2000,1,,ALB,1,ALB,
WLD,PISA,2000,1,,ARG,1,ARG,
WLD,PISA,2000,1,,AUS,1,AUS,
WLD,PISA,2000,1,,AUT,1,AUT,
WLD,PISA,2000,1,,BEL,1,BEL,
WLD,PISA,2000,1,,BGR,1,BGR,
WLD,PISA,2000,1,,BRA,1,BRA,
WLD,PISA,2000,1,,CAN,1,CAN,
WLD,PISA,2000,1,,CHE,1,CHE,
WLD,PISA,2000,1,,CHL,1,CHL,
WLD,PISA,2000,1,,CZE,1,CZE,
WLD,PISA,2000,1,,DEU,1,DEU,
WLD,PISA,2000,1,,DNK,1,DNK,
WLD,PISA,2000,1,,ESP,1,ESP,
WLD,PISA,2000,1,,FIN,1,FIN,
WLD,PISA,2000,1,,FRA,1,FRA,
WLD,PISA,2000,1,,GBR,1,GBR,
WLD,PISA,2000,1,,GRC,1,GRC,
WLD,PISA,2000,1,,HKG,1,HKG,
WLD,PISA,2000,1,,HUN,1,HUN,
WLD,PISA,2000,1,,IDN,1,IDN,
WLD,PISA,2000,1,,IRL,1,IRL,
WLD,PISA,2000,1,,ISL,1,ISL,
WLD,PISA,2000,1,,ISR,1,ISR,
WLD,PISA,2000,1,,ITA,1,ITA,
WLD,PISA,2000,1,,JPN,1,JPN,
WLD,PISA,2000,1,,KOR,1,KOR,
WLD,PISA,2000,1,,LIE,1,LIE,
WLD,PISA,2000,1,,LUX,1,LUX,
WLD,PISA,2000,1,,LVA,1,LVA,
WLD,PISA,2000,1,,MEX,1,MEX,
WLD,PISA,2000,1,,MKD,1,MKD,
WLD,PISA,2000,1,,NLD,1,NLD,
WLD,PISA,2000,1,,NOR,1,NOR,
WLD,PISA,2000,1,,NZL,1,NZL,
WLD,PISA,2000,1,,PER,1,PER,
WLD,PISA,2000,1,,POL,1,POL,
WLD,PISA,2000,1,,PRT,1,PRT,
WLD,PISA,2000,1,,ROM,1,ROU,
WLD,PISA,2000,1,,RUS,1,RUS,
WLD,PISA,2000,1,,SWE,1,SWE,
WLD,PISA,2000,1,,THA,1,THA,
WLD,PISA,2000,1,,USA,1,USA,
WLD,PISA,2003,1,,AUS,1,AUS,
WLD,PISA,2003,1,,AUT,1,AUT,
WLD,PISA,2003,1,,BEL,1,BEL,
WLD,PISA,2003,1,,BRA,1,BRA,
WLD,PISA,2003,1,,CAN,1,CAN,
WLD,PISA,2003,1,,CHE,1,CHE,
WLD,PISA,2003,1,,CZE,1,CZE,
WLD,PISA,2003,1,,DEU,1,DEU,
WLD,PISA,2003,1,,DNK,1,DNK,
WLD,PISA,2003,1,,ESP,1,ESP,
WLD,PISA,2003,1,,FIN,1,FIN,
WLD,PISA,2003,1,,FRA,1,FRA,
WLD,PISA,2003,1,,GBR,1,GBR,
WLD,PISA,2003,1,,GRC,1,GRC,
WLD,PISA,2003,1,,HKG,1,HKG,
WLD,PISA,2003,1,,HUN,1,HUN,
WLD,PISA,2003,1,,IDN,1,IDN,
WLD,PISA,2003,1,,IRL,1,IRL,
WLD,PISA,2003,1,,ISL,1,ISL,
WLD,PISA,2003,1,,ITA,1,ITA,
WLD,PISA,2003,1,,JPN,1,JPN,
WLD,PISA,2003,1,,KOR,1,KOR,
WLD,PISA,2003,1,,LIE,1,LIE,
WLD,PISA,2003,1,,LUX,1,LUX,
WLD,PISA,2003,1,,LVA,1,LVA,
WLD,PISA,2003,1,,MAC,1,MAC,
WLD,PISA,2003,1,,MEX,1,MEX,
WLD,PISA,2003,1,,NLD,1,NLD,
WLD,PISA,2003,1,,NOR,1,NOR,
WLD,PISA,2003,1,,NZL,1,NZL,
WLD,PISA,2003,1,,POL,1,POL,
WLD,PISA,2003,1,,PRT,1,PRT,
WLD,PISA,2003,1,,RUS,1,RUS,
WLD,PISA,2003,1,,SVK,1,SVK,
WLD,PISA,2003,1,,SWE,1,SWE,
WLD,PISA,2003,1,,THA,1,THA,
WLD,PISA,2003,1,,TUN,1,TUN,
WLD,PISA,2003,1,,TUR,1,TUR,
WLD,PISA,2003,1,,URY,1,URY,
WLD,PISA,2003,1,,USA,1,USA,
WLD,PISA,2003,1,,YUG,1,SRB,"*For the country Serbia and Montenegro, data for Montenegro are not available in PISA 2003. The latter accounts for 7.9 per cent of the national population. The name “Serbia” is used as a shorthand for the Serbian part of Serbia and Montenegro. [PISA 2003 - Data Analysis Manual - page 12]"
WLD,PISA,2006,1,,ARG,1,ARG,
WLD,PISA,2006,1,,AUS,1,AUS,
WLD,PISA,2006,1,,AUT,1,AUT,
WLD,PISA,2006,1,,AZE,1,AZE,
WLD,PISA,2006,1,,BEL,1,BEL,
WLD,PISA,2006,1,,BGR,1,BGR,
WLD,PISA,2006,1,,BRA,1,BRA,
WLD,PISA,2006,1,,CAN,1,CAN,
WLD,PISA,2006,1,,CHE,1,CHE,
WLD,PISA,2006,1,,CHL,1,CHL,
WLD,PISA,2006,1,,COL,1,COL,
WLD,PISA,2006,1,,CZE,1,CZE,
WLD,PISA,2006,1,,DEU,1,DEU,
WLD,PISA,2006,1,,DNK,1,DNK,
WLD,PISA,2006,1,,ESP,1,ESP,
WLD,PISA,2006,1,,EST,1,EST,
WLD,PISA,2006,1,,FIN,1,FIN,
WLD,PISA,2006,1,,FRA,1,FRA,
WLD,PISA,2006,1,,GBR,1,GBR,
WLD,PISA,2006,1,,GRC,1,GRC,
WLD,PISA,2006,1,,HKG,1,HKG,
WLD,PISA,2006,1,,HRV,1,HRV,
WLD,PISA,2006,1,,HUN,1,HUN,
WLD,PISA,2006,1,,IDN,1,IDN,
WLD,PISA,2006,1,,IRL,1,IRL,
WLD,PISA,2006,1,,ISL,1,ISL,
WLD,PISA,2006,1,,ISR,1,ISR,
WLD,PISA,2006,1,,ITA,1,ITA,
WLD,PISA,2006,1,,JOR,1,JOR,
WLD,PISA,2006,1,,JPN,1,JPN,
WLD,PISA,2006,1,,KGZ,1,KGZ,
WLD,PISA,2006,1,,KOR,1,KOR,
WLD,PISA,2006,1,,LIE,1,LIE,
WLD,PISA,2006,1,,LTU,1,LTU,
WLD,PISA,2006,1,,LUX,1,LUX,
WLD,PISA,2006,1,,LVA,1,LVA,
WLD,PISA,2006,1,,MAC,1,MAC,
WLD,PISA,2006,1,,MEX,1,MEX,
WLD,PISA,2006,1,,MNE,1,MNE,
WLD,PISA,2006,1,,NLD,1,NLD,
WLD,PISA,2006,1,,NOR,1,NOR,
WLD,PISA,2006,1,,NZL,1,NZL,
WLD,PISA,2006,1,,POL,1,POL,
WLD,PISA,2006,1,,PRT,1,PRT,
WLD,PISA,2006,1,,QAT,1,QAT,
WLD,PISA,2006,1,,ROU,1,ROU,
WLD,PISA,2006,1,,RUS,1,RUS,
WLD,PISA,2006,1,,SRB,1,SRB,
WLD,PISA,2006,1,,SVK,1,SVK,
WLD,PISA,2006,1,,SVN,1,SVN,
WLD,PISA,2006,1,,SWE,1,SWE,
WLD,PISA,2006,1,,TAP,1,TWN,
WLD,PISA,2006,1,,THA,1,THA,
WLD,PISA,2006,1,,TUN,1,TUN,
WLD,PISA,2006,1,,TUR,1,TUR,
WLD,PISA,2006,1,,URY,1,URY,
WLD,PISA,2006,1,,USA,1,USA,
WLD,PISA,2009,1,,ALB,1,ALB,
WLD,PISA,2009,1,,ARE,1,ARE,
WLD,PISA,2009,1,,ARG,1,ARG,
WLD,PISA,2009,1,,AUS,1,AUS,
WLD,PISA,2009,1,,AUT,1,AUT,
WLD,PISA,2009,1,,AZE,1,AZE,
WLD,PISA,2009,1,,BEL,1,BEL,
WLD,PISA,2009,1,,BGR,1,BGR,
WLD,PISA,2009,1,,BRA,1,BRA,
WLD,PISA,2009,1,,CAN,1,CAN,
WLD,PISA,2009,1,,CHE,1,CHE,
WLD,PISA,2009,1,,CHL,1,CHL,
WLD,PISA,2009,1,,COL,1,COL,
WLD,PISA,2009,1,,CRI,1,CRI,
WLD,PISA,2009,1,,CZE,1,CZE,
WLD,PISA,2009,1,,DEU,1,DEU,
WLD,PISA,2009,1,,DNK,1,DNK,
WLD,PISA,2009,1,,ESP,1,ESP,
WLD,PISA,2009,1,,EST,1,EST,
WLD,PISA,2009,1,,FIN,1,FIN,
WLD,PISA,2009,1,,FRA,1,FRA,
WLD,PISA,2009,1,,GBR,1,GBR,
WLD,PISA,2009,1,,GEO,1,GEO,
WLD,PISA,2009,1,,GRC,1,GRC,
WLD,PISA,2009,1,,HKG,1,HKG,
WLD,PISA,2009,1,,HRV,1,HRV,
WLD,PISA,2009,1,,HUN,1,HUN,
WLD,PISA,2009,1,,IDN,1,IDN,
WLD,PISA,2009,1,,IRL,1,IRL,
WLD,PISA,2009,1,,ISL,1,ISL,
WLD,PISA,2009,1,,ISR,1,ISR,
WLD,PISA,2009,1,,ITA,1,ITA,
WLD,PISA,2009,1,,JOR,1,JOR,
WLD,PISA,2009,1,,JPN,1,JPN,
WLD,PISA,2009,1,,KAZ,1,KAZ,
WLD,PISA,2009,1,,KGZ,1,KGZ,
WLD,PISA,2009,1,,KOR,1,KOR,
WLD,PISA,2009,1,,LIE,1,LIE,
WLD,PISA,2009,1,,LTU,1,LTU,
WLD,PISA,2009,1,,LUX,1,LUX,
WLD,PISA,2009,1,,LVA,1,LVA,
WLD,PISA,2009,1,,MAC,1,MAC,
WLD,PISA,2009,1,,MDA,1,MDA,
WLD,PISA,2009,1,,MEX,1,MEX,
WLD,PISA,2009,1,,MLT,1,MLT,
WLD,PISA,2009,1,,MNE,1,MNE,
WLD,PISA,2009,1,,MUS,1,MUS,
WLD,PISA,2009,1,,MYS,1,MYS,
WLD,PISA,2009,1,,NLD,1,NLD,
WLD,PISA,2009,1,,NOR,1,NOR,
WLD,PISA,2009,1,,NZL,1,NZL,
WLD,PISA,2009,1,,PAN,1,PAN,
WLD,PISA,2009,1,,PER,1,PER,
WLD,PISA,2009,1,,POL,1,POL,
WLD,PISA,2009,1,,PRT,1,PRT,
WLD,PISA,2009,1,,QAT,1,QAT,
WLD,PISA,2009,1,,QCN,0,CHN,Shanghai
WLD,PISA,2009,1,,QHP,0,IND,Himachal Pradesh
WLD,PISA,2009,1,,QTN,0,IND,Tamil Nadu
WLD,PISA,2009,1,,QVE,0,VEN,Miranda
WLD,PISA,2009,1,,ROU,1,ROU,
WLD,PISA,2009,1,,RUS,1,RUS,
WLD,PISA,2009,1,,SGP,1,SGP,
WLD,PISA,2009,1,,SRB,1,SRB,
WLD,PISA,2009,1,,SVK,1,SVK,
WLD,PISA,2009,1,,SVN,1,SVN,
WLD,PISA,2009,1,,SWE,1,SWE,
WLD,PISA,2009,1,,TAP,1,TWN,
WLD,PISA,2009,1,,THA,1,THA,
WLD,PISA,2009,1,,TTO,1,TTO,
WLD,PISA,2009,1,,TUN,1,TUN,
WLD,PISA,2009,1,,TUR,1,TUR,
WLD,PISA,2009,1,,URY,1,URY,
WLD,PISA,2009,1,,USA,1,USA,
WLD,PISA,2012,1,,ALB,1,ALB,
WLD,PISA,2012,1,,ARE,1,ARE,
WLD,PISA,2012,1,,ARG,1,ARG,
WLD,PISA,2012,1,,AUS,1,AUS,
WLD,PISA,2012,1,,AUT,1,AUT,
WLD,PISA,2012,1,,BEL,1,BEL,
WLD,PISA,2012,1,,BGR,1,BGR,
WLD,PISA,2012,1,,BRA,1,BRA,
WLD,PISA,2012,1,,CAN,1,CAN,
WLD,PISA,2012,1,,CHE,1,CHE,
WLD,PISA,2012,1,,CHL,1,CHL,
WLD,PISA,2012,1,,COL,1,COL,
WLD,PISA,2012,1,,CRI,1,CRI,
WLD,PISA,2012,1,,CZE,1,CZE,
WLD,PISA,2012,1,,DEU,1,DEU,
WLD,PISA,2012,1,,DNK,1,DNK,
WLD,PISA,2012,1,,ESP,1,ESP,
WLD,PISA,2012,1,,EST,1,EST,
WLD,PISA,2012,1,,FIN,1,FIN,
WLD,PISA,2012,1,,FRA,1,FRA,
WLD,PISA,2012,1,,GBR,1,GBR,
WLD,PISA,2012,1,,GRC,1,GRC,
WLD,PISA,2012,1,,HKG,1,HKG,
WLD,PISA,2012,1,,HRV,1,HRV,
WLD,PISA,2012,1,,HUN,1,HUN,
WLD,PISA,2012,1,,IDN,1,IDN,
WLD,PISA,2012,1,,IRL,1,IRL,
WLD,PISA,2012,1,,ISL,1,ISL,
WLD,PISA,2012,1,,ISR,1,ISR,
WLD,PISA,2012,1,,ITA,1,ITA,
WLD,PISA,2012,1,,JOR,1,JOR,
WLD,PISA,2012,1,,JPN,1,JPN,
WLD,PISA,2012,1,,KAZ,1,KAZ,
WLD,PISA,2012,1,,KOR,1,KOR,
WLD,PISA,2012,1,,LIE,1,LIE,
WLD,PISA,2012,1,,LTU,1,LTU,
WLD,PISA,2012,1,,LUX,1,LUX,
WLD,PISA,2012,1,,LVA,1,LVA,
WLD,PISA,2012,1,,MAC,1,MAC,
WLD,PISA,2012,1,,MEX,1,MEX,
WLD,PISA,2012,1,,MNE,1,MNE,
WLD,PISA,2012,1,,MYS,1,MYS,
WLD,PISA,2012,1,,NLD,1,NLD,
WLD,PISA,2012,1,,NOR,1,NOR,
WLD,PISA,2012,1,,NZL,1,NZL,
WLD,PISA,2012,1,,PER,1,PER,
WLD,PISA,2012,1,,POL,1,POL,
WLD,PISA,2012,1,,PRT,1,PRT,
WLD,PISA,2012,1,,QAT,1,QAT,
WLD,PISA,2012,1,,QCN,0,CHN,Shanghai
WLD,PISA,2012,1,,QRS,0,ESP,Perm
WLD,PISA,2012,1,,ROU,1,ROU,
WLD,PISA,2012,1,,RUS,1,RUS,
WLD,PISA,2012,1,,SGP,1,SGP,
WLD,PISA,2012,1,,SRB,1,SRB,
WLD,PISA,2012,1,,SVK,1,SVK,
WLD,PISA,2012,1,,SVN,1,SVN,
WLD,PISA,2012,1,,SWE,1,SWE,
WLD,PISA,2012,1,,TAP,1,TWN,
WLD,PISA,2012,1,,THA,1,THA,
WLD,PISA,2012,1,,TUN,1,TUN,
WLD,PISA,2012,1,,TUR,1,TUR,
WLD,PISA,2012,1,,URY,1,URY,
WLD,PISA,2012,1,,USA,1,USA,
WLD,PISA,2012,1,,VNM,1,VNM,
WLD,PISA,2015,1,,ALB,1,ALB,
WLD,PISA,2015,1,,ARE,1,ARE,
WLD,PISA,2015,1,,AUS,1,AUS,
WLD,PISA,2015,1,,AUT,1,AUT,
WLD,PISA,2015,1,,BEL,1,BEL,
WLD,PISA,2015,1,,BGR,1,BGR,
WLD,PISA,2015,1,,BRA,1,BRA,
WLD,PISA,2015,1,,CAN,1,CAN,
WLD,PISA,2015,1,,CHE,1,CHE,
WLD,PISA,2015,1,,CHL,1,CHL,
WLD,PISA,2015,1,,COL,1,COL,
WLD,PISA,2015,1,,CRI,1,CRI,
WLD,PISA,2015,1,,CZE,1,CZE,
WLD,PISA,2015,1,,DEU,1,DEU,
WLD,PISA,2015,1,,DNK,1,DNK,
WLD,PISA,2015,1,,DOM,1,DOM,
WLD,PISA,2015,1,,DZA,1,DZA,
WLD,PISA,2015,1,,ESP,1,ESP,
WLD,PISA,2015,1,,EST,1,EST,
WLD,PISA,2015,1,,FIN,1,FIN,
WLD,PISA,2015,1,,FRA,1,FRA,
WLD,PISA,2015,1,,GBR,1,GBR,
WLD,PISA,2015,1,,GEO,1,GEO,
WLD,PISA,2015,1,,GRC,1,GRC,
WLD,PISA,2015,1,,HKG,1,HKG,
WLD,PISA,2015,1,,HRV,1,HRV,
WLD,PISA,2015,1,,HUN,1,HUN,
WLD,PISA,2015,1,,IDN,1,IDN,
WLD,PISA,2015,1,,IRL,1,IRL,
WLD,PISA,2015,1,,ISL,1,ISL,
WLD,PISA,2015,1,,ISR,1,ISR,
WLD,PISA,2015,1,,ITA,1,ITA,
WLD,PISA,2015,1,,JOR,1,JOR,
WLD,PISA,2015,1,,JPN,1,JPN,
WLD,PISA,2015,1,,KOR,1,KOR,
WLD,PISA,2015,1,,KSV,1,XKX,
WLD,PISA,2015,1,,LBN,1,LBN,
WLD,PISA,2015,1,,LTU,1,LTU,
WLD,PISA,2015,1,,LUX,1,LUX,
WLD,PISA,2015,1,,LVA,1,LVA,
WLD,PISA,2015,1,,MAC,1,MAC,
WLD,PISA,2015,1,,MDA,1,MDA,
WLD,PISA,2015,1,,MEX,1,MEX,
WLD,PISA,2015,1,,MKD,1,MKD,
WLD,PISA,2015,1,,MLT,1,MLT,
WLD,PISA,2015,1,,MNE,1,MNE,
WLD,PISA,2015,1,,NLD,1,NLD,
WLD,PISA,2015,1,,NOR,1,NOR,
WLD,PISA,2015,1,,NZL,1,NZL,
WLD,PISA,2015,1,,PER,1,PER,
WLD,PISA,2015,1,,POL,1,POL,
WLD,PISA,2015,1,,PRT,1,PRT,
WLD,PISA,2015,1,,QAR,0,ARG,Buenos Aires only
WLD,PISA,2015,1,,QAT,1,QAT,
WLD,PISA,2015,1,,QCH,0,CHN,"Beijing, Shaanxi, Jiangxi, Guizhou"
WLD,PISA,2015,1,,QES,0,ESP,Spain (Regions)
WLD,PISA,2015,1,,QUC,0,USA,Massachusettes (USA)
WLD,PISA,2015,1,,QUD,0,USA,Puerto Rico (USA)
WLD,PISA,2015,1,,QUE,0,USA,North Carolina (USA)
WLD,PISA,2015,1,,ROU,1,ROU,
WLD,PISA,2015,1,,RUS,1,RUS,
WLD,PISA,2015,1,,SGP,1,SGP,
WLD,PISA,2015,1,,SVK,1,SVK,
WLD,PISA,2015,1,,SVN,1,SVN,
WLD,PISA,2015,1,,SWE,1,SWE,
WLD,PISA,2015,1,,TAP,1,TWN,
WLD,PISA,2015,1,,THA,1,THA,
WLD,PISA,2015,1,,TTO,1,TTO,
WLD,PISA,2015,1,,TUN,1,TUN,
WLD,PISA,2015,1,,TUR,1,TUR,
WLD,PISA,2015,1,,URY,1,URY,
WLD,PISA,2015,1,,USA,1,USA,
WLD,PISA,2015,1,,VNM,1,VNM,
WLD,PISA,2018,1,,AUS,1,AUS,
WLD,PISA,2018,1,,AUT,1,AUT,
WLD,PISA,2018,1,,BEL,1,BEL,
WLD,PISA,2018,1,,BRA,1,BRA,
WLD,PISA,2018,1,,CAN,1,CAN,
WLD,PISA,2018,1,,CHL,1,CHL,
WLD,PISA,2018,1,,CZE,1,CZE,
WLD,PISA,2018,1,,DNK,1,DNK,
WLD,PISA,2018,1,,EST,1,EST,
WLD,PISA,2018,1,,FIN,1,FIN,
WLD,PISA,2018,1,,FRA,1,FRA,
WLD,PISA,2018,1,,DEU,1,DEU,
WLD,PISA,2018,1,,GRC,1,GRC,
WLD,PISA,2018,1,,HUN,1,HUN,
WLD,PISA,2018,1,,ISL,1,ISL,
WLD,PISA,2018,1,,IRL,1,IRL,
WLD,PISA,2018,1,,ISR,1,ISR,
WLD,PISA,2018,1,,ITA,1,ITA,
WLD,PISA,2018,1,,JPN,1,JPN,
WLD,PISA,2018,1,,KOR,1,KOR,
WLD,PISA,2018,1,,LVA,1,LVA,
WLD,PISA,2018,1,,LTU,1,LTU,
WLD,PISA,2018,1,,LUX,1,LUX,
WLD,PISA,2018,1,,MEX,1,MEX,
WLD,PISA,2018,1,,NLD,1,NLD,
WLD,PISA,2018,1,,NZL,1,NZL,
WLD,PISA,2018,1,,NOR,1,NOR,
WLD,PISA,2018,1,,POL,1,POL,
WLD,PISA,2018,1,,PRT,1,PRT,
WLD,PISA,2018,1,,SVK,1,SVK,
WLD,PISA,2018,1,,SVN,1,SVN,
WLD,PISA,2018,1,,ESP,1,ESP,
WLD,PISA,2018,1,,SWE,1,SWE,
WLD,PISA,2018,1,,CHE,1,CHE,
WLD,PISA,2018,1,,TUR,1,TUR,
WLD,PISA,2018,1,,GBR,1,GBR,
WLD,PISA,2018,1,,USA,1,USA,
WLD,PISA,2018,1,,ALB,1,ALB,
WLD,PISA,2018,1,,ARG,1,ARG,
WLD,PISA,2018,1,,QAZ,0,AZE,Baku City only
WLD,PISA,2018,1,,BLR,1,BLR,
WLD,PISA,2018,1,,BIH,1,BIH,
WLD,PISA,2018,1,,BRN,1,BRN,
WLD,PISA,2018,1,,BGR,1,BGR,
WLD,PISA,2018,1,,QCI,0,CHN,"Beijing, Shaanxi, Jiangxi, Guizhou"
WLD,PISA,2018,1,,COL,1,COL,
WLD,PISA,2018,1,,CRI,1,CRI,
WLD,PISA,2018,1,,HRV,1,HRV,
WLD,PISA,2018,1,,DOM,1,DOM,
WLD,PISA,2018,1,,GEO,1,GEO,
WLD,PISA,2018,1,,HKG,1,HKG,
WLD,PISA,2018,1,,IDN,1,IDN,
WLD,PISA,2018,1,,JOR,1,JOR,
WLD,PISA,2018,1,,KAZ,1,KAZ,
WLD,PISA,2018,1,,KSV,1,XKX,
WLD,PISA,2018,1,,LBN,1,LBN,
WLD,PISA,2018,1,,MAC,1,MAC,
WLD,PISA,2018,1,,MKD,1,MKD,
WLD,PISA,2018,1,,MYS,1,MYS,
WLD,PISA,2018,1,,MLT,1,MLT,
WLD,PISA,2018,1,,MDA,1,MDA,
WLD,PISA,2018,1,,MNE,1,MNE,
WLD,PISA,2018,1,,MAR,1,MAR,
WLD,PISA,2018,1,,PAN,1,PAN,
WLD,PISA,2018,1,,PER,1,PER,
WLD,PISA,2018,1,,PHL,1,PHL,
WLD,PISA,2018,1,,QAT,1,QAT,
WLD,PISA,2018,1,,ROU,1,ROU,
WLD,PISA,2018,1,,RUS,1,RUS,
WLD,PISA,2018,1,,SRB,1,SRB,
WLD,PISA,2018,1,,SAU,1,SAU,
WLD,PISA,2018,1,,SGP,1,SGP,
WLD,PISA,2018,1,,TAP,1,TWN,
WLD,PISA,2018,1,,THA,1,THA,
WLD,PISA,2018,1,,ARE,1,ARE,
WLD,PISA,2018,1,,UKR,1,UKR,
WLD,PISA,2018,1,,URY,1,URY,
WLD,PISA,2018,1,,VNM,1,VNM,
