countrycode	year	nationally_representative	indicator	value	se	n
TLS	2009	1	scoreread_100total	27.92562250188928	2.480416614460516	625
TLS	2009	1	scoreread_100female	28.61522255207178	2.926578951220212	367
TLS	2009	1	scoreread_100male	27.34338389682168	2.823602186867556	384
TLS	2011	1	scorereadtotal	495.8992688330017	.6972293700106655	599
TLS	2011	1	scorereadfemale	496.6263712260366	.8298843539944488	291
TLS	2011	1	scorereadmale	495.2769708161048	.8064506716587345	308
TLS	2011	1	scoreread_100total	34.64066491751922	2.754852320760429	599
TLS	2011	1	scoreread_100female	37.51355025616099	3.278990172983454	291
TLS	2011	1	scoreread_100male	32.18187662836773	3.186401666400434	308
TON	2009	1	scorereadtotal	495.2132946123667	.2976795060943433	803
TON	2009	1	scorereadfemale	496.9938575481546	.4342043018859369	406
TON	2009	1	scorereadmale	493.392366269974	.3863237528004991	397
TON	2009	1	scoreread_100total	31.93026151930261	1.176173785549715	803
TON	2009	1	scoreread_100female	38.96551724137931	1.715602542317097	406
TON	2009	1	scoreread_100male	24.73551637279597	1.526419728186216	397
TUV	2016	1	scorereadtotal	492.9427916857661	.4176430540490476	392
TUV	2016	1	scorereadfemale	494.3420383360328	.5909933327856571	205
TUV	2016	1	scorereadmale	491.4088581921583	.5696451911653281	187
TUV	2016	1	scoreread_100total	22.95918367346939	1.650166712295369	392
TUV	2016	1	scoreread_100female	28.48780487804878	2.335098154982987	205
TUV	2016	1	scoreread_100male	16.89839572192513	2.250748631317506	187
TZA	2013	1	scorereadtotal	494.4518617799314	.694491089889915	2152
TZA	2013	1	scorereadfemale	494.7815230158565	.69269413816146	1095
TZA	2013	1	scorereadmale	494.1075593283753	.7544954403260705	1057
TZA	2013	1	scoreread_100total	28.92173365717686	2.744032534373452	2152
TZA	2013	1	scoreread_100female	30.2242717442925	2.736932504583409	1095
TZA	2013	1	scoreread_100male	27.56134605994961	2.981118222796975	1057
UGA	2009	0	scorereadtotal	488.4380399673528	.4249880556436883	337
UGA	2009	0	scorereadfemale	488.0947854118125	.4179814256080574	179
UGA	2009	0	scorereadmale	488.6705545664443	.6523491240383862	158
UGA	2009	0	scoreread_100total	5.160273272346572	1.67918791204599	337
UGA	2009	0	scoreread_100female	3.804025945555185	1.65150366613107	179
UGA	2009	0	scoreread_100male	6.078971359139714	2.577523685466099	158
VCT	2016	1	scorereadtotal	499.6438980781714	.3507481132846886	674
VCT	2016	1	scorereadfemale	500.7634346945244	.4781819172920265	342
VCT	2016	1	scorereadmale	498.4906404793981	.5071763505650116	332
VCT	2016	1	scoreread_100total	49.43620178041543	1.385855350236055	674
VCT	2016	1	scoreread_100female	53.85964912280702	1.889364314063778	342
VCT	2016	1	scoreread_100male	44.87951807228916	2.003925416337804	332
VCT	2018	1	scorereadtotal	497.7881164550781	.3405825141193448	694
VCT	2018	1	scorereadfemale	498.4424891929842	.4495266884716435	354
VCT	2018	1	scorereadmale	497.1067989573759	.5121002658472629	340
VCT	2018	1	scoreread_100total	42.10374639769452	1.345689631710259	694
VCT	2018	1	scoreread_100female	44.68926553672316	1.776143456505712	354
VCT	2018	1	scoreread_100male	39.41176470588236	2.023380501282132	340
VUT	2010	1	scorereadtotal	493.363770878135	.1875850623625232	1722
VUT	2010	1	scorereadfemale	493.906629198651	.2746279292701668	860
VUT	2010	1	scorereadmale	492.8221720896851	.254469661509479	862
VUT	2010	1	scoreread_100total	24.62253224752783	.7411750924627596	1722
VUT	2010	1	scoreread_100female	26.76744216209234	1.085093759481961	860
VUT	2010	1	scoreread_100male	22.48259892209223	1.005445598407471	862
WSM	2017	1	scorereadtotal	491.7185764980049	.2893913903518475	795
WSM	2017	1	scorereadfemale	493.0559979904482	.4544828414736288	399
WSM	2017	1	scorereadmale	490.3985944566018	.3485245604488322	396
WSM	2017	1	scoreread_100total	18.12213650617061	1.143426269283561	795
WSM	2017	1	scoreread_100female	23.40647777736337	1.795725917235341	399
WSM	2017	1	scoreread_100male	12.90670096993073	1.377069778831987	396
YEM	2011	1	scorereadtotal	488.8688976725463	.3566553043456087	734
YEM	2011	1	scorereadfemale	488.9468268848491	.3268464011185464	314
YEM	2011	1	scorereadmale	488.8081002437137	.4043048420170692	420
YEM	2011	1	scoreread_100total	6.862670081212777	1.409197901701385	734
YEM	2011	1	scoreread_100female	7.170580058355113	1.291418958115278	314
YEM	2011	1	scoreread_100male	6.622450343724132	1.597468016934931	420
ZMB	2011	1	scorereadtotal	487.9789581137013	.162855873737829	779
ZMB	2011	1	scorereadfemale	487.870220952548	.207990172443341	382
ZMB	2011	1	scorereadmale	488.0837457978623	.1747019430690822	397
ZMB	2011	1	scoreread_100total	3.346375935210772	.6434665683433123	779
ZMB	2011	1	scoreread_100female	2.916740047331237	.8217985604935042	382
ZMB	2011	1	scoreread_100male	3.76040688144199	.6902720613418994	397
